Loan_ID,Customer_ID,Loan_Date,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term,EMI,Loan_Status
188421,18842,2023-09-12,Personal,308301,13.94,300,1170.93,Active
188430,18843,2023-11-07,Gold,906150,13.35,120,8559.34,Active
188431,18843,2020-04-13,Home,5288311,8.09,240,23817.23,Active
188440,18844,2024-03-15,Home,1909865,14.85,60,36558.0,Active
188441,18844,2020-05-10,Auto,3618409,16.35,300,14033.4,Closed
188442,18844,2025-05-08,Business,4401079,14.17,240,20936.3,Closed
188450,18845,2022-07-22,Business,7299727,13.77,12,692074.95,Active
188460,18846,2020-04-23,Gold,3544465,6.58,240,15740.38,Closed
188470,18847,2022-01-04,Home,5843629,15.38,24,280932.46,Closed
188471,18847,2024-08-23,Auto,7614808,15.64,180,48920.91,Active
188472,18847,2020-10-11,Education,3448403,6.54,60,61232.14,Closed
188480,18848,2022-06-27,Gold,4936748,10.65,24,227604.65,Active
188481,18848,2020-06-15,Auto,3688553,7.94,180,22119.02,Active
188490,18849,2024-08-15,Gold,1313025,14.04,36,41593.71,Active
188500,18850,2020-09-21,Business,7723678,17.46,300,30240.77,Active
188501,18850,2023-09-28,Personal,1217300,6.64,24,54088.7,Closed
188502,18850,2024-03-26,Education,5220873,14.55,120,49837.58,Closed
188510,18851,2020-01-20,Personal,7954860,11.76,60,148172.53,Closed
188520,18852,2024-07-10,Gold,3526208,17.8,180,23077.07,Closed
188521,18852,2020-05-17,Gold,105147,13.57,120,995.13,Active
188522,18852,2023-05-18,Education,6626190,14.01,60,125908.65,Active
188530,18853,2024-12-02,Business,7258534,6.86,36,215457.48,Active
188531,18853,2021-06-28,Gold,4687971,16.09,12,453522.13,Active
188532,18853,2025-04-17,Home,6329819,6.82,240,28172.97,Active
188540,18854,2024-08-16,Home,6093431,13.71,12,577403.37,Active
188550,18855,2020-10-23,Education,4368980,16.53,300,16970.57,Active
188560,18856,2022-06-29,Home,1846712,11.91,60,34444.26,Default
188570,18857,2021-04-13,Personal,7457040,11.36,24,346006.66,Active
188580,18858,2021-06-18,Personal,2045988,9.89,300,7494.45,Active
188581,18858,2022-01-02,Education,850867,16.37,12,82512.83,Closed
188590,18859,2025-04-06,Auto,7376571,12.1,60,137818.93,Active
188591,18859,2023-08-01,Gold,7630231,11.17,180,47125.15,Active
188592,18859,2021-01-31,Auto,514400,11.8,120,4792.49,Active
188600,18860,2024-08-18,Home,139910,12.41,12,13106.07,Active
188601,18860,2021-07-20,Business,6300689,15.84,180,40548.43,Active
188610,18861,2020-03-21,Gold,1870959,15.88,120,18067.23,Active
188620,18862,2025-06-15,Personal,7799810,9.33,240,35531.38,Active
188621,18862,2021-11-28,Personal,2115246,10.4,60,38920.53,Active
188622,18862,2023-07-20,Gold,377024,12.14,60,7046.58,Active
188630,18863,2024-12-17,Auto,4756474,10.38,180,29167.76,Default
188631,18863,2024-11-07,Gold,6761925,9.76,180,41232.72,Closed
188632,18863,2024-08-09,Home,2207808,14.55,240,10537.68,Closed
188640,18864,2022-07-25,Gold,7238141,9.07,12,657886.7,Closed
188641,18864,2025-05-07,Business,6967904,9.89,300,25523.43,Active
188642,18864,2023-03-05,Home,1184114,16.43,120,11488.87,Active
188650,18865,2022-04-18,Auto,3591330,7.26,120,32100.5,Active
188660,18866,2021-03-25,Gold,2217757,10.14,12,203553.13,Closed
188670,18867,2021-06-01,Business,7545364,11.61,180,46785.45,Closed
188671,18867,2022-05-24,Business,2363121,8.45,180,14237.8,Active
188672,18867,2024-05-18,Education,5384381,9.56,300,19663.76,Active
188680,18868,2025-02-08,Home,6586035,16.49,120,63933.93,Closed
188690,18869,2025-03-31,Home,926035,8.42,24,41833.63,Closed
188691,18869,2023-09-04,Auto,2389956,17.68,180,15625.0,Active
188692,18869,2024-11-17,Business,4824227,11.55,36,149484.03,Active
188700,18870,2022-06-29,Gold,2907044,14.35,300,11080.68,Closed
188701,18870,2021-07-07,Personal,240684,17.09,300,939.39,Active
188702,18870,2024-05-19,Gold,373525,16.76,60,7268.8,Closed
188710,18871,2023-09-21,Personal,7738227,17.66,120,75873.32,Default
188711,18871,2020-01-26,Gold,4733889,16.73,120,46048.91,Closed
188712,18871,2022-02-26,Gold,5854201,8.72,300,21215.62,Active
188720,18872,2020-08-07,Business,4064365,17.98,300,15983.79,Closed
188730,18873,2022-07-12,Business,6023392,15.02,24,288671.06,Closed
188740,18874,2021-10-03,Education,6290302,7.22,120,56203.85,Active
188741,18874,2025-03-15,Gold,5065022,16.41,36,163783.11,Active
188750,18875,2021-12-08,Personal,1253752,13.38,240,5922.93,Active
188760,18876,2024-06-17,Home,2941091,17.54,180,19205.32,Closed
188761,18876,2023-11-17,Business,945000,6.63,120,8397.11,Active
188762,18876,2020-09-01,Education,2938397,15.16,24,140994.08,Active
188770,18877,2023-12-05,Home,6470434,13.02,60,121881.41,Default
188780,18878,2024-01-30,Personal,6848845,15.52,300,26372.62,Closed
188781,18878,2021-06-20,Personal,2118562,17.45,300,8294.17,Active
188790,18879,2020-01-02,Business,1010819,6.99,36,30040.98,Closed
188791,18879,2023-10-11,Auto,796308,10.89,60,14717.1,Closed
188792,18879,2023-11-23,Home,1815369,15.0,24,86986.43,Default
188800,18880,2021-09-04,Gold,7915975,13.99,120,75195.17,Active
188801,18880,2022-04-30,Home,4025417,17.02,300,15701.81,Active
188810,18881,2021-12-06,Business,662735,8.74,180,4003.66,Active
188811,18881,2024-07-25,Auto,1143186,12.82,12,107478.54,Active
188812,18881,2024-01-16,Home,5613266,11.45,240,26066.6,Active
188820,18882,2021-06-27,Gold,534272,7.89,24,24017.75,Active
188821,18882,2021-08-23,Home,612944,12.73,300,2303.24,Active
188830,18883,2023-06-22,Education,6949875,9.66,60,127020.55,Closed
188840,18884,2025-05-11,Education,3962324,9.62,240,18097.91,Active
188841,18884,2021-08-13,Gold,2765331,14.94,120,26487.26,Default
188850,18885,2020-04-02,Education,4993261,17.9,60,98117.58,Default
188851,18885,2023-07-15,Home,1121226,16.4,240,5437.95,Active
188852,18885,2021-10-01,Auto,1421016,14.32,240,6768.77,Active
188860,18886,2021-09-21,Business,5271122,7.89,12,473917.79,Active
188861,18886,2021-12-22,Business,6250049,8.78,36,188855.65,Closed
188862,18886,2025-03-02,Education,1692350,16.36,300,6564.06,Active
188870,18887,2024-12-21,Education,437212,12.74,240,2053.8,Active
188871,18887,2020-12-15,Home,2199411,14.14,240,10460.03,Default
188872,18887,2021-07-31,Education,1155060,17.97,300,4542.08,Default
188880,18888,2023-06-18,Business,1917029,13.69,300,7264.9,Active
188881,18888,2022-07-13,Gold,137965,17.11,36,4488.08,Closed
188890,18889,2020-05-23,Gold,742814,6.6,60,13197.33,Active
188891,18889,2020-07-20,Personal,4750687,10.6,24,218927.49,Closed
188900,18890,2025-01-12,Gold,3219809,16.0,120,31124.82,Active
188901,18890,2022-11-30,Auto,7730097,14.29,12,736227.32,Default
188910,18891,2023-05-14,Gold,3658292,14.4,120,34875.72,Active
188911,18891,2025-02-10,Home,1536921,9.83,24,70333.35,Default
188912,18891,2023-08-23,Gold,5211005,15.69,300,20095.37,Active
188920,18892,2024-08-25,Home,7389598,11.62,300,27494.23,Active
188921,18892,2023-05-30,Education,6226371,14.14,300,23689.27,Closed
188930,18893,2023-01-28,Gold,7048557,15.07,36,225299.29,Active
188940,18894,2023-11-26,Business,3054697,9.55,300,11154.74,Closed
188941,18894,2021-09-10,Education,807648,11.72,240,3759.6,Active
188950,18895,2022-10-19,Home,2965635,17.13,12,289470.69,Active
188951,18895,2022-06-25,Business,7173995,6.96,300,25577.68,Active
188960,18896,2025-02-04,Gold,7638583,8.93,240,34669.62,Default
188970,18897,2024-10-04,Personal,6761057,13.76,60,128189.64,Active
188971,18897,2024-04-23,Personal,1775273,14.67,300,6785.69,Active
188980,18898,2024-08-30,Personal,3373027,7.36,12,301773.48,Default
188981,18898,2021-01-28,Auto,3092724,14.94,180,19748.76,Active
188982,18898,2025-03-13,Business,2216148,8.92,24,100576.18,Active
188990,18899,2023-01-09,Auto,3943194,6.66,60,70096.85,Closed
189000,18900,2024-11-19,Personal,1732521,7.16,24,77357.06,Closed
189001,18900,2023-12-29,Home,4921236,10.05,300,18052.73,Active
189002,18900,2021-10-30,Home,744551,16.68,240,3619.76,Active
189010,18901,2024-12-13,Auto,4371653,11.63,24,203336.51,Active
189020,18902,2023-06-27,Personal,3657975,15.48,180,23467.94,Active
189030,18903,2020-10-10,Gold,5300577,11.13,36,163625.87,Default
189040,18904,2024-04-25,Personal,6437778,8.78,36,194528.19,Active
189041,18904,2023-11-24,Business,549681,16.29,12,53268.67,Active
189042,18904,2021-03-14,Gold,4955034,11.2,240,22958.32,Closed
189050,18905,2023-05-10,Gold,4641795,12.99,300,17482.55,Active
189051,18905,2024-04-05,Education,5797338,16.19,300,22453.09,Active
189060,18906,2022-02-08,Auto,4440437,7.5,300,15911.57,Active
189070,18907,2022-07-07,Home,2999007,8.05,24,135017.79,Active
189080,18908,2022-11-04,Gold,6740141,8.03,300,24271.25,Closed
189090,18909,2022-12-16,Personal,2765499,9.38,240,12603.76,Active
189091,18909,2021-02-23,Personal,6057933,14.8,60,115908.45,Closed
189092,18909,2021-08-11,Education,1818253,8.71,24,82359.28,Active
189100,18910,2020-08-10,Home,5783890,13.66,36,182610.26,Active
189101,18910,2021-02-16,Business,1141321,12.37,36,35625.07,Closed
189110,18911,2022-01-27,Business,920998,17.04,36,29942.67,Active
189111,18911,2023-12-04,Personal,1736760,16.16,36,56039.46,Active
189120,18912,2020-04-16,Education,4721948,14.87,120,45200.85,Active
189121,18912,2020-10-16,Auto,402012,8.19,300,1449.79,Closed
189130,18913,2020-05-12,Personal,3161357,8.19,300,11400.91,Active
189140,18914,2023-06-22,Auto,5605128,8.2,36,168465.24,Active
189141,18914,2023-10-20,Personal,6517329,14.46,300,24865.78,Default
189150,18915,2022-03-30,Auto,7314210,10.68,120,67461.4,Closed
189151,18915,2021-01-26,Auto,5050265,12.02,36,157147.41,Active
189160,18916,2023-02-21,Gold,4761104,10.78,24,219764.63,Active
189170,18917,2024-11-17,Education,5720085,13.79,60,108481.41,Closed
189171,18917,2024-01-15,Education,5054729,9.88,36,154281.56,Default
189172,18917,2025-02-22,Auto,4681822,9.59,240,21378.37,Active
189180,18918,2023-03-02,Education,2572916,14.04,240,12225.64,Default
189181,18918,2021-03-03,Personal,4725383,17.26,12,461748.68,Default
189190,18919,2024-10-31,Gold,1869911,10.48,180,11477.1,Active
189200,18920,2024-04-10,Business,1086002,11.34,12,100762.89,Closed
189210,18921,2020-01-24,Business,7025550,16.89,36,228115.71,Active
189211,18921,2021-11-26,Education,4177813,7.2,12,373217.96,Active
189220,18922,2023-06-11,Personal,644051,15.18,180,4121.21,Active
189221,18922,2020-02-04,Home,7189742,7.64,36,214973.29,Active
189222,18922,2021-12-06,Personal,814460,6.85,12,72520.88,Active
189230,18923,2021-12-04,Gold,1864866,12.77,36,58416.93,Active
189240,18924,2022-07-31,Education,1693569,16.2,300,6559.76,Closed
189250,18925,2023-04-10,Gold,7473853,6.64,240,33208.82,Active
189251,18925,2022-11-08,Auto,7715325,8.1,60,139004.44,Active
189260,18926,2022-12-03,Business,3069028,14.79,300,11743.12,Closed
189270,18927,2021-02-15,Education,2211046,10.13,180,13527.92,Active
189280,18928,2020-06-24,Home,1788617,10.99,24,82716.08,Default
189281,18928,2023-10-14,Home,7172109,14.87,300,27462.01,Closed
189282,18928,2022-08-10,Business,1383355,11.43,36,42818.68,Active
189290,18929,2023-09-29,Home,378272,13.57,60,7160.06,Default
189300,18930,2024-08-23,Business,5801522,10.48,240,26706.34,Closed
189310,18931,2025-04-13,Home,6807319,10.66,240,31387.41,Active
189311,18931,2021-10-15,Business,6410357,16.26,180,41403.78,Closed
189312,18931,2022-06-04,Gold,6285405,8.98,24,285409.77,Default
189320,18932,2024-10-11,Home,3277579,7.67,120,29408.08,Active
189321,18932,2023-05-20,Business,4574806,15.44,12,440096.34,Active
189330,18933,2022-05-20,Auto,110368,14.18,120,1050.15,Active
189340,18934,2023-05-10,Gold,1080354,12.61,12,101382.22,Default
189341,18934,2025-05-28,Business,186510,15.79,180,1199.78,Default
189350,18935,2020-12-13,Education,4852331,17.32,12,474396.23,Active
189351,18935,2025-05-05,Personal,2712962,10.4,300,9983.7,Active
189352,18935,2024-08-01,Home,7187790,7.84,180,43062.85,Active
189360,18936,2022-01-29,Home,6048182,8.02,120,54443.72,Default
189361,18936,2023-05-15,Gold,4104746,7.07,180,24416.4,Closed
189370,18937,2023-06-04,Business,449574,10.88,60,8308.13,Active
189371,18937,2022-02-08,Auto,6110997,13.63,36,192886.83,Active
189380,18938,2021-01-26,Gold,4579462,12.18,300,17124.13,Closed
189381,18938,2021-08-25,Home,4740452,16.64,240,23038.6,Default
189390,18939,2023-12-18,Education,3045333,14.77,180,19417.38,Default
189400,18940,2021-08-25,Business,4031061,11.78,240,18774.67,Active
189401,18940,2023-06-03,Auto,5394635,15.83,300,20828.69,Active
189410,18941,2025-05-07,Gold,3539715,12.53,12,331936.77,Active
189420,18942,2021-01-02,Personal,5927125,9.5,60,108170.03,Closed
189421,18942,2023-02-28,Education,7506735,16.52,12,728903.97,Active
189430,18943,2022-11-10,Personal,3964029,10.24,240,18208.11,Active
189440,18944,2021-04-18,Auto,6233330,13.7,180,39373.87,Active
189450,18945,2023-12-22,Auto,3622979,17.42,36,118169.5,Closed
189451,18945,2022-12-31,Gold,6713547,14.93,60,128597.99,Closed
189460,18946,2024-07-16,Education,5526893,13.83,36,174757.29,Closed
189461,18946,2020-03-25,Home,6763663,11.13,180,41758.1,Active
189462,18946,2021-06-12,Gold,609288,8.91,12,55297.96,Active
189470,18947,2022-08-29,Auto,3974812,8.19,60,71672.49,Closed
189480,18948,2023-08-13,Business,1382896,10.61,24,63734.22,Active
189481,18948,2021-03-29,Personal,5564461,6.78,60,99028.86,Active
189482,18948,2020-04-05,Education,6267322,11.13,120,58040.62,Active
189490,18949,2020-01-26,Home,4221656,7.13,60,75377.67,Active
189500,18950,2021-05-19,Business,7480150,14.34,24,356366.81,Active
189501,18950,2020-07-25,Education,4424201,11.63,300,16462.45,Active
189510,18951,2020-04-22,Gold,7961007,13.67,120,75410.64,Closed
189511,18951,2021-09-08,Personal,535919,15.89,12,51756.38,Active
189512,18951,2022-05-20,Business,6746154,6.52,180,39922.24,Active
189520,18952,2024-03-29,Education,7965472,17.02,240,38838.31,Closed
189521,18952,2022-10-02,Business,4576114,8.05,60,82408.19,Closed
189530,18953,2021-11-01,Auto,5276583,14.32,24,251341.24,Active
189540,18954,2020-12-29,Education,4705425,17.19,240,22976.2,Closed
189541,18954,2023-01-17,Gold,7338493,8.98,180,44430.5,Closed
189542,18954,2022-07-13,Business,1245960,10.54,24,57386.84,Active
189550,18955,2023-11-03,Personal,1390596,11.14,24,64396.18,Active
189551,18955,2023-06-28,Personal,5879454,8.17,240,26499.19,Active
189552,18955,2021-08-07,Personal,3028320,17.21,180,19719.41,Default
189560,18956,2020-04-24,Gold,2746677,15.68,120,26477.97,Default
189561,18956,2023-08-10,Gold,4961731,9.36,240,22608.95,Active
189570,18957,2020-10-30,Education,7897508,12.11,36,245941.56,Active
189571,18957,2020-07-08,Education,297019,13.24,60,5605.74,Closed
189572,18957,2021-05-04,Auto,7522221,15.2,300,28885.33,Active
189580,18958,2025-03-04,Business,646708,15.12,12,62040.85,Active
189581,18958,2024-02-11,Auto,5075797,9.51,240,23160.44,Active
189582,18958,2023-05-13,Gold,7502936,10.52,300,27640.82,Active
189590,18959,2020-07-21,Home,6087976,13.51,240,28793.59,Active
189600,18960,2023-07-07,Education,3903484,8.14,12,351768.97,Active
189610,18961,2021-02-10,Home,5914228,7.31,24,264439.92,Closed
189611,18961,2024-01-04,Education,7870234,10.92,180,48498.13,Active
189620,18962,2022-10-07,Education,7515189,15.37,60,144504.56,Active
189621,18962,2024-06-03,Business,3314044,17.05,180,21550.49,Closed
189622,18962,2023-09-29,Education,1075661,9.9,240,4925.63,Active
189630,18963,2020-06-25,Business,3271393,15.16,24,156972.34,Active
189631,18963,2021-11-02,Gold,5101677,14.5,240,24339.25,Closed
189632,18963,2023-11-06,Home,5538007,10.07,300,20318.95,Active
189640,18964,2023-02-22,Education,3211664,11.94,240,14979.74,Closed
189641,18964,2020-05-22,Education,1410913,15.83,300,5447.54,Active
189650,18965,2023-08-02,Personal,1633139,8.4,12,147526.89,Active
189660,18966,2021-12-01,Gold,3425315,6.61,240,15215.53,Active
189661,18966,2020-03-09,Gold,4861636,11.43,36,150481.14,Active
189662,18966,2020-08-31,Home,6697928,14.87,24,320579.58,Active
189670,18967,2020-01-24,Home,6410632,13.07,180,40269.45,Active
189671,18967,2023-08-14,Home,5323444,12.17,180,33173.93,Closed
189672,18967,2020-11-10,Auto,3196060,7.51,36,95446.78,Active
189680,18968,2020-07-30,Home,2033536,7.98,36,60994.78,Active
189681,18968,2024-02-05,Gold,1021174,14.91,240,4889.3,Closed
189690,18969,2020-01-26,Education,559121,8.11,300,2014.89,Active
189691,18969,2023-09-29,Education,2903090,9.61,300,10606.92,Active
189692,18969,2023-02-24,Personal,4504833,7.98,12,405359.89,Default
189700,18970,2025-01-01,Personal,791571,16.11,24,38295.55,Active
189701,18970,2022-02-27,Education,245998,10.22,120,2259.49,Active
189702,18970,2024-07-24,Personal,4666577,13.81,36,147528.65,Closed
189710,18971,2021-01-01,Auto,5184539,8.64,12,469373.6,Default
189720,18972,2024-10-03,Auto,5994236,14.12,12,570051.84,Active
189730,18973,2023-12-17,Business,6983599,7.11,120,62334.44,Default
189731,18973,2024-11-13,Education,5014313,11.61,60,93274.58,Active
189732,18973,2024-08-27,Home,5948989,14.47,12,567483.98,Active
189740,18974,2022-05-09,Auto,637011,12.13,12,59523.37,Closed
189741,18974,2024-05-14,Education,2774323,8.32,24,125214.44,Active
189742,18974,2022-03-12,Home,4130738,12.14,300,15440.7,Active
189750,18975,2020-07-23,Auto,856981,14.59,180,5455.64,Closed
189751,18975,2024-09-13,Education,5229601,11.53,60,97209.57,Active
189752,18975,2021-08-22,Business,7018635,6.62,240,31180.29,Closed
189760,18976,2023-08-30,Gold,1344794,8.28,12,121345.25,Closed
189770,18977,2021-09-02,Business,6710925,8.21,180,40343.84,Active
189771,18977,2023-11-20,Gold,6299653,15.62,120,60697.16,Active
189772,18977,2023-09-10,Gold,5066133,16.66,300,19700.5,Active
189780,18978,2020-05-16,Personal,3844201,10.54,24,177057.49,Closed
189781,18978,2023-10-17,Gold,5941829,9.88,240,27203.67,Active
189790,18979,2025-05-19,Auto,5151491,11.31,240,23892.19,Active
189791,18979,2020-03-23,Auto,2037724,13.61,240,9646.08,Closed
189800,18980,2024-07-14,Business,5845668,13.14,12,551149.06,Closed
189801,18980,2023-06-07,Education,3860967,9.0,180,23380.3,Closed
189810,18981,2020-05-24,Education,6956262,7.3,240,31100.29,Active
189811,18981,2021-09-05,Personal,1957957,9.75,180,11938.1,Active
189812,18981,2024-05-08,Gold,3696476,13.2,240,17435.05,Active
189820,18982,2021-03-21,Auto,4297907,7.58,24,192653.68,Active
189821,18982,2022-12-07,Gold,1943615,6.88,120,17311.13,Active
189830,18983,2023-08-07,Auto,666384,12.39,60,12482.48,Active
189840,18984,2025-06-01,Home,5225416,15.89,240,25232.23,Closed
189850,18985,2021-09-24,Business,5475054,10.87,300,20233.97,Active
189860,18986,2024-10-31,Auto,2259382,9.27,12,205735.56,Default
189861,18986,2025-05-21,Personal,453826,8.06,240,2043.35,Active
189862,18986,2024-07-27,Auto,1352078,6.96,300,4820.61,Default
189870,18987,2020-10-24,Business,3009322,7.69,180,18004.1,Active
189880,18988,2022-11-03,Business,5200327,12.8,60,97766.15,Active
189881,18988,2023-05-11,Gold,5733612,16.89,120,55850.16,Active
189890,18989,2022-01-27,Education,4272457,8.04,120,38466.35,Closed
189900,18990,2023-07-30,Business,4386672,17.8,120,43062.5,Closed
189901,18990,2024-10-25,Personal,7826674,12.41,60,146632.74,Default
189902,18990,2021-01-20,Education,2790096,12.32,24,130576.49,Closed
189910,18991,2021-11-29,Education,7580838,8.25,120,68385.48,Default
189920,18992,2020-03-12,Business,5457832,7.67,240,24485.2,Active
189930,18993,2022-02-09,Education,6047620,12.21,180,37700.19,Closed
189931,18993,2020-10-06,Personal,619764,6.86,240,2759.5,Active
189940,18994,2024-04-13,Personal,6772361,10.88,12,625766.16,Closed
